,cluster,ktest,p-value,p-value_adjadj,log2fc
AACS,1,6.352563116937702,0.17432040114380187,0.2893718658987111,-1.0911058505507742
ACSL6,2,3.307851559043308,0.5076892102257509,0.601974349267676,0.3354182783726999
ACSS1,0,4.930790592294701,0.2944728155062979,0.4073540614503788,2.29913914651104
ALAS1,0,9.121743192658727,0.05812748063330751,0.11525411909918436,0.5360291755177362
AMDHD2,0,4.005068750548849,0.40532030355161036,0.5126055117951054,0.3619575615373428
ARHGEF2,1,8.602633113869189,0.07183658730264857,0.13866131967720538,-0.4665944697271083
BATF,1,23.702106997651434,9.164137404931515e-05,0.000845137116232573,-1.6947725103419393
BCL11A,0,5.226390492307881,0.26484705897407523,0.3782466278080703,-0.27052936001376027
betaglobin,2,7.018947996687399,0.1348902921438127,0.2382105159135416,-0.10868392099605577
BPI,1,12.770477457770076,0.012453476137168322,0.03564270756499899,0.9150296261669318
CD151,1,24.392522751211025,6.663185341511247e-05,0.0006913054791817919,0.2707059268196091
CD44,1,12.29453943362505,0.015290259446282645,0.03965911043879561,-inf
CREG1,0,15.36549789031098,0.004000200604994864,0.013280666008582949,-0.39053076403842973
CRIP2,1,11.32983733739607,0.0230968064971545,0.05325097053510621,0.7984976370640123
CTCF,0,17.99787081845771,0.0012352810289547873,0.004977571988023173,-0.7652473256027186
CTSA,2,20.12937371078624,0.00047087015434446513,0.0026054815207060406,0.8237237402820424
CYP51A1,1,23.020211263612527,0.00012545431826130796,0.001041270841568856,1.667131709185025
DCP1A,0,1.825739409945183,0.7677699560126117,0.816985978833933,0.2917341467247383
DCTD,0,18.298725291150905,0.001078750625640682,0.004712436943588243,-0.09151854534712903
DHCR24,1,10.92203897908154,0.027454302920135315,0.06158667952354679,0.9282621578953761
DHCR7,1,17.487165645160943,0.0015539209045514794,0.005862519776262399,1.4583201527627672
DPP7,0,4.78317677998012,0.3102769396133711,0.4221800981624558,-0.13095042698226397
EGFR,0,21.840049799860306,0.00021566049928270668,0.0014916517867053878,-0.14823761135166302
EMB,1,5.895445070852046,0.20709374867221153,0.31831076184802887,-0.4445534679361534
FAM208B,0,1.4293008154224336,0.8390867409265179,0.849319506059768,0.05987194151264065
FHL3,1,16.420803521713417,0.0025034930825792324,0.008657913577253179,0.8460823951000658
FNIP1.F1.R1,0,1.5634391089147295,0.8153477132997878,0.8354797556034862,0.518645873991119
GLRX5,0,14.645978161489515,0.005494720120442862,0.0175408373075676,0.7415460927360574
GPT2,2,7.232481453234221,0.12410093552899155,0.22392125323709344,0.8463071818871307
GSN,1,1.6869330399132167,0.7930898637179933,0.8332463125138411,0.5957593248057862
HMGCS1,1,45.92116788987453,2.557658103844402e-09,1.552527905125675e-07,1.2457039441453575
HRAS1,1,7.840109099612075,0.09761394350325038,0.18004349579488405,-0.4031531568839006
HSD17B7,1,8.539673498464854,0.07369374425963109,0.13901319939884954,1.8444873087854166
HSP90AA1,0,19.504458622936713,0.0006254018213907525,0.0032442719484645287,-0.4634340872200849
HYAL1,2,12.352204140384163,0.014915628521006656,0.03965911043879561,1.109769011003855
LCP1,1,27.745375937766863,1.4046160687605942e-05,0.00019430522284521554,-0.3996010843871569
LDHA,1,25.901353394156907,3.3127437838662356e-05,0.00039279676294413934,-0.014391846119598702
MAPK12,2,2.884939999236478,0.5772613449990665,0.6654540504850349,0.105960664046796
MFSD2B,2,2.4504597720715378,0.6535281597451401,0.7137215428795609,2.4096298879729465
MID2,1,21.280318780454294,0.0002786098185717687,0.0017788165339582157,-0.776663497087417
MKNK2,2,37.85227416611074,1.2020048356512194e-07,1.9953280271810244e-06,1.712225248815749
MTFR1,0,0.7248517993183008,0.9482291949206115,0.9482291949206115,0.12931247386210268
MVD,1,17.239250818733556,0.0017366104476864996,0.006266898572086063,0.8233842777153016
MYO1G,1,2.6609323779250458,0.6160680441302094,0.6909952386865863,1.8026972777677541
NCOA4,2,5.231974374509617,0.26431273145078654,0.37900527404910767,0.6262195735719492
NSDHL,1,5.971820846256978,0.20126261639974605,0.3151848520977155,-1.728990821834444
PDLIM7,1,3.2606102109898782,0.5151973456201967,0.6022729533306524,0.26167748501857746
PIK3CG,0,2.723939225188004,0.6050321027160721,0.6879132126771779,0.7268370482338795
PLAG1,2,19.130157777539484,0.0007409890050720856,0.003617769848293124,1.4418504302599608
PLS1,0,4.308714681124548,0.365835111960866,0.47694029636046226,0.8936478889589935
PLS3,0,4.293328965280137,0.36776119237433236,0.47694029636046226,-0.08856393323158987
PPP1R15B,0,20.776111185778305,0.00035073116425017576,0.0020793347594831846,-0.772140842522126
PTPRC,1,40.64019553228577,3.190677136449932e-08,6.620655058133608e-07,-3.37095999995638
RBM38,2,18.654226693016035,0.0009188933006207978,0.004237119108418123,1.3280552910954195
REXO2,0,45.127216119449805,3.7410310966883735e-09,1.552527905125675e-07,-0.6508103493527428
RFFL,2,5.184612946781709,0.268874108923809,0.3782466278080703,0.3700195085523723
RPL22L1,2,9.1136225591495,0.05832136147187642,0.11525411909918436,0.6818007961997601
RSFR,1,12.580795791821183,0.01351655876039804,0.037395812570434575,-0.4983830610533796
RUNX2,1,9.95284544396871,0.04122952965984223,0.09005397267807645,0.18297027094086996
sca2,1,44.03772012869664,6.30107122908964e-09,1.743296373381467e-07,-0.30198695344604554
SCD,1,11.338705765644086,0.023009915513568145,0.05325097053510621,0.8092000947092945
SERPINI1,0,2.5945348214009374,0.627791561279287,0.694755994482411,1.580054504596469
SLC25A37,2,22.298689762377286,0.0001747647748197674,0.001318679664549154,1.2772304235200835
SLC6A9,2,6.52227587514654,0.1633922231767306,0.2767664188503804,0.6515595692919037
SLC9A3R2,2,6.145873845901658,0.18851596494052897,0.30680049196203735,-0.03261141925107421
SMPD1,0,6.613159564604308,0.15779859927289905,0.27286007790938793,0.49801625659281545
SNX22,2,11.898968972097565,0.018118586232640968,0.04423066639144707,1.2735148389576179
SNX27,0,4.6193612410936655,0.3286279809242518,0.439937458334079,-0.04117703248136677
SQLE,1,13.948215360404816,0.007462178170523365,0.022120028148337117,0.15321199957078227
SQSTM1,0,3.876721992989929,0.4229467244553745,0.5106500348255345,0.6763409503262335
STARD4,1,2.2771936687636067,0.6849243359612035,0.7382950634386999,0.8144591507010667
STX12,2,3.8654861593921224,0.42451629401158897,0.5106500348255345,0.3728481300119106
SULF2,1,12.17896580586573,0.016068884794973145,0.04041567993887185,0.06613707240487031
