,cluster,ktest,p-value,p-value_adjadj,log2fc
AACS,1,3.7774400223625673,0.4369631074013963,0.7111360375356057,-0.9627965927423718
ACSL6,2,1.4691102776691245,0.8320987440565997,0.874230326034149,-0.19843700298504952
ACSS1,0,5.001755597818671,0.2871174073101282,0.5466289055400734,4.287170258048844
ALAS1,0,9.406703321435094,0.051699992215655056,0.15892960569997663,0.8182601671057951
AMDHD2,0,2.4137460293012807,0.6601445673088072,0.8429538321020154,-0.1993178203105094
ARHGEF2,1,13.504279429749605,0.009057421361504683,0.04176477627804937,0.49301005204522186
BATF,1,2.4781017575224604,0.6485612587116627,0.8411028823916875,-0.004179493984353225
BCL11A,0,7.966422515053623,0.09281595329340304,0.248507229785563,-0.6608037993740422
betaglobin,2,85.20875832057253,1.3698825488245035e-17,1.137002515524338e-15,-1.5546909069470505
BPI,1,38.775840166933904,7.75008052142568e-08,2.144188944261105e-06,2.0551348015027173
CD151,1,20.81748648981579,0.00034417399392930304,0.0028566441496132152,0.8250942096919794
CD44,1,1.56832409663341,0.8144736651273712,0.8704607155941162,-inf
CREG1,0,3.9913842571707785,0.40717311946357027,0.6759073783095266,-0.05468079625306369
CRIP2,1,10.548734388258962,0.03213226672616011,0.12636284614817805,2.0878222455577196
CTCF,0,10.293888723750868,0.03575771405858497,0.12903870725489358,-0.39259191002759447
CTSA,2,3.0885452999105034,0.5431184534643222,0.8049791363846204,-0.25444241793851424
CYP51A1,1,3.6365442140917805,0.4574223488836343,0.7301164414873393,0.13592792321155597
DCP1A,0,1.2488283104610403,0.8699957744408278,0.9026206159823588,0.09391339849334739
DCTD,0,18.43179319698375,0.0010159292162087625,0.0056214749963551525,-0.1575952941298637
DHCR24,1,2.9428176623433844,0.5674398842115862,0.7982628879586722,0.40906541424207665
DHCR7,1,3.4145848095647993,0.49098417494435076,0.7688997456675681,0.7587335182576204
DPP7,0,3.0015107470509372,0.5575726122844326,0.797905634820826,0.19290149680920965
EGFR,0,19.348563608064353,0.0006711992464574051,0.004642461454663719,-0.17249443660640054
EMB,1,6.889905224455406,0.1418218758473178,0.35670350591901145,0.8305605017712253
FAM208B,0,2.212323305445925,0.6967737796758814,0.8631675181059426,0.23929005805643844
FHL3,1,31.75081793666416,2.1510563805395488e-06,3.5707535916956505e-05,1.473033880477768
FNIP1.F1.R1,0,0.4146648012562751,0.9812587405398882,0.9812587405398883,0.08171937920037574
GLRX5,0,2.5376985365371674,0.6378982471477482,0.8618048874264671,-0.20501887198573832
GPT2,2,1.0914051352469332,0.8956334691511698,0.9177478757968777,-0.1281976056051155
GSN,1,4.191075663327756,0.38076375329967904,0.6554590067788658,0.9473699024357002
HMGCS1,1,19.07791977210293,0.0007587175150001154,0.00484411951884689,0.33758756097168857
HRAS1,1,10.44992702977757,0.033493766448914664,0.12636284614817805,0.756136310311227
HSD17B7,1,1.948537260198756,0.7452238661957933,0.8724554361394128,0.6026284022894735
HSP90AA1,0,5.963876660113736,0.20186227688434352,0.4528261886865004,-0.20809973382392105
HYAL1,2,3.012021339952558,0.5558156770792797,0.797905634820826,0.5107210149056592
LCP1,1,4.81551214358118,0.30675618255553305,0.5534948511328096,0.41978955444356064
LDHA,1,28.58589972496067,9.487286359662119e-06,0.00013124079464199264,1.2640486250289662
MAPK12,2,10.13086238229736,0.038280082536104106,0.12880463867704617,-1.153092479195572
MFSD2B,2,1.7753457738975327,0.7769897711316215,0.8485546184726919,1.6080711845567641
MID2,1,5.589747634375755,0.23195250301806866,0.48130144376249245,-0.1498438373013703
MKNK2,2,17.405972410085283,0.0016115601841825828,0.008359968455447148,0.9347354486549744
MTFR1,0,6.780016332949089,0.14798015838904363,0.3612456807732536,0.13749489192510805
MVD,1,5.773258412794285,0.21673346498648494,0.46655443170207206,0.4427786821827005
MYO1G,1,2.483313265436579,0.6476262834825465,0.8411028823916875,1.6287112999388016
NCOA4,2,3.158609626905213,0.5316420241971134,0.8022961456065529,0.3035932396920416
NSDHL,1,8.086940437921788,0.0884448718243024,0.2446974787139033,-2.369368203541091
PDLIM7,1,5.442065651837243,0.2448690858319576,0.49571058839152393,0.5464123821577179
PIK3CG,0,4.856721279915978,0.30231721243299375,0.5534948511328096,0.23603689591593882
PLAG1,2,5.169390183298,0.27035437721705813,0.5342717454527578,0.7939897194867869
PLS1,0,21.942866070710014,0.0002057374320147577,0.0019000784965369475,-0.40570844718386956
PLS3,0,5.742464940476985,0.21922437152266036,0.46655443170207206,-0.33648640268526075
PPP1R15B,0,10.09875765606975,0.038796577914772944,0.12880463867704617,-0.4136617852755277
PTPRC,1,4.586093087287789,0.3324607715212826,0.5871115752397118,-0.9193899869237864
RBM38,2,9.675763318681238,0.04625833301906785,0.14767083233010123,1.0028537709511858
REXO2,0,45.395604036391525,3.289863651951529e-09,1.3652934155598847e-07,-0.5345181190157735
RFFL,2,3.1661975224399863,0.5304078644881851,0.8022961456065529,0.051081174181774665
RPL22L1,2,2.0558978629589357,0.7254783650957208,0.8798220124753365,0.2761554364475551
RSFR,1,8.870694271627466,0.06441403422627635,0.18435740830279096,1.848123773809917
RUNX2,1,18.854757256170878,0.0008392988469810782,0.004975843164244964,0.8067270215370766
sca2,1,27.418012137647324,1.6362047122280426e-05,0.0001940071301641822,0.3359005373814974
SCD,1,12.700638131083574,0.01283505290184085,0.05326546954263953,0.5555590906496922
SERPINI1,0,2.294953853189748,0.6816879371030278,0.8572742239325956,-0.14831684150655816
SLC25A37,2,1.5484643835800527,0.8180233230884465,0.8704607155941162,-0.013302839724873424
SLC6A9,2,4.143313941159627,0.3869577268935473,0.6554590067788658,-0.06631469144071896
SLC9A3R2,2,13.128193288128296,0.010666111463485404,0.04659406586680465,-0.21530165734079446
SMPD1,0,2.0235983991298068,0.7314182995276894,0.8798220124753365,0.08473599588613553
SNX22,2,1.895325202997514,0.7550037115418389,0.8579534732276631,-0.006214059659915252
SNX27,0,1.9361872371896678,0.7474945604961464,0.8584288775064743,0.1661293149809821
SQLE,1,4.975900755389949,0.2897791788405208,0.5466289055400734,-0.24371166871552596
SQSTM1,0,1.8412774397888596,0.7649223737210491,0.8546922728028578,0.24831700514636024
STARD4,1,0.6256040827914982,0.960176434365405,0.9718859030771783,0.5552669483354086
STX12,2,2.721096035918338,0.6055281570768807,0.8376472839563517,0.4159205940741591
SULF2,1,37.23657871019907,1.6100553501200594e-07,3.340864851499123e-06,0.9579129644629517
SULT1E1,0,6.225501751546459,0.18292871120124432,0.4217523063806466,0.11799100289867763
TADA2L,0,6.962330471124821,0.1378923286228764,0.35670350591901145,-0.08222301748618566
TBC1D7,2,21.93973731396657,0.00020603260805822325,0.0019000784965369475,0.018328380751730093
TNFRSF21,0,2.504904021585665,0.6437578677161562,0.8532219290325612,1.4001467103425413
TPP1,0,1.9425904879554095,0.7463173007939555,0.8616951183497243,0.25802010165212613
