,cluster,ktest,p-value,p-value_adjadj,log2fc
AACS,1,131.20042849752795,2.156078487413582e-27,7.456438102305304e-27,2.1124811411671365
ACSL6,2,103.90314717843165,1.4507652178309936e-21,3.8843068735474984e-21,-1.3789902254065036
ACSS1,0,3.563106237861145,0.4683479991999653,0.48591104916996397,2.9953128297245866
ALAS1,0,25.678341727946425,3.673914227527386e-05,4.840236204520207e-05,0.502948430298334
AMDHD2,0,28.392593848294233,1.0383992197623951e-05,1.4364522540046467e-05,-0.6880038392527084
ARHGEF2,1,37.74208523198825,1.2665751963111657e-07,1.8772453802469063e-07,0.8889834126034897
BATF,1,51.790403217267524,1.5259195518273263e-10,2.694708995780172e-10,1.5430432476077314
BCL11A,0,86.60408463279747,6.9276464328108066e-18,1.597207372009158e-17,-0.8979163499873796
betaglobin,2,1237.3241100490256,1.2901441660992614e-266,1.070819657862387e-264,-3.703946824990962
BPI,1,310.959196677973,4.683021110310196e-66,6.478179202595771e-65,2.551694244384499
CD151,1,47.75857571023781,1.0597294355936041e-09,1.7591508630853828e-09,0.9511665014571674
CD44,1,246.20471357470757,4.2766702652336884e-52,2.9580302667866343e-51,8.188215587565455
CREG1,0,24.77610608001978,5.580258882660862e-05,7.125561342474639e-05,-0.522643664220083
CRIP2,1,418.83298676155175,2.3694758351397474e-89,6.555549810553301e-88,3.86882129369414
CTCF,0,6.743754718002171,0.15006528585465884,0.1596848554607267,-0.2964789003492208
CTSA,2,267.0185497398962,1.4009120552219802e-56,1.2919522287047152e-55,-1.4598590433703462
CYP51A1,1,130.73693386851807,2.7089270248373427e-27,8.993637722459977e-27,1.6257356250145134
DCP1A,0,24.894638485703055,5.282428818759839e-05,6.850649874329167e-05,-0.6189789010694833
DCTD,0,49.98060850106854,3.644686065939447e-10,6.173651907611716e-10,-0.9393310353101045
DHCR24,1,156.94208893324742,6.61709423945658e-33,2.746094109374481e-32,1.7951170307127406
DHCR7,1,57.8922521234793,8.038922232577937e-12,1.58864415548564e-11,1.0534144266602794
DPP7,0,29.15714362130337,7.263306133236029e-06,1.0394041535492938e-05,0.48874964652241043
EGFR,0,12.635703266214762,0.013200047631405943,0.014805458829820178,0.00952961297804976
EMB,1,122.23812710394844,1.776449476599223e-25,5.46093727991613e-25,2.26011816615895
FAM208B,0,7.484413007366302,0.11239858065972015,0.12115691162021781,-0.16994830124467736
FHL3,1,325.946444241317,2.731504156847761e-69,5.667871125459104e-68,1.8005488277687465
FNIP1.F1.R1,0,1.7287092761714156,0.7854961807915848,0.7950754025085554,0.21912731374247876
GLRX5,0,157.36956782615042,5.3580644847199496e-33,2.34062816964082e-32,-2.043617124571821
GPT2,2,27.280013647783246,1.7448640001222797e-05,2.3358663227443423e-05,-0.5784363710525889
GSN,1,89.09191333712036,2.0529891605593365e-18,4.86851715218357e-18,1.223963160884101
HMGCS1,1,56.2287760671861,1.7954945071909336e-11,3.465721955740639e-11,1.4822542832142964
HRAS1,1,39.90135445605488,4.536584824556814e-08,6.846118917058464e-08,1.1365242912714988
HSD17B7,1,127.91539442040207,1.0868150576626919e-26,3.4694480686924394e-26,1.8190691467728335
HSP90AA1,0,35.6651765359372,3.3909027053152596e-07,4.937630255108185e-07,-0.6771782296493252
HYAL1,2,42.735139711483924,1.1743596540145287e-08,1.8390915336453942e-08,-1.186573774164354
LCP1,1,253.26255227965072,1.2903057948445284e-53,1.0709538097209585e-52,1.9069784697468264
LDHA,1,278.5754325827607,4.519944094896061e-59,4.689441998454663e-58,2.134155444977669
MAPK12,2,81.37810855931352,8.891812489175975e-17,1.9946498286529889e-16,-1.5243040025840062
MFSD2B,2,12.970952094969629,0.011418602772162136,0.013137690664032612,-1.4786902588029502
MID2,1,137.24556046347513,1.0971261696833336e-28,3.9591944384224644e-28,1.3549709575124758
MKNK2,2,52.01521087884134,1.3693881028354052e-10,2.470852446420405e-10,-0.5393550845651565
MTFR1,0,13.74419291538785,0.008157871050219067,0.009616334765661807,-0.41804741486835245
MVD,1,96.8890081537057,4.517906369306842e-20,1.1718319645389622e-19,1.2050119347882366
MYO1G,1,71.72459565426271,9.812605723230626e-15,2.036115687570355e-14,2.375846479852311
NCOA4,2,109.36308938038113,9.949887122109669e-23,2.752802103783675e-22,-0.9132166712954234
NSDHL,1,113.53050250836236,1.2847874424120682e-23,3.6771502662138504e-23,2.112539385862729
PDLIM7,1,54.68865819047956,3.77550408390071e-11,6.963707532527976e-11,0.9030530370121086
PIK3CG,0,7.508236415765443,0.11134664963536338,0.12115691162021781,-0.8877652012078293
PLAG1,2,28.487670574293748,9.932879825764336e-06,1.3973373314210846e-05,-0.7580238856462033
PLS1,0,290.3230650309266,1.3242821703117688e-61,1.570220287655383e-60,-1.7419234739094365
PLS3,0,41.28032524849246,2.3515368394445543e-08,3.6143992161832963e-08,-0.7019963092743767
PPP1R15B,0,13.725131622870224,0.008226021305566125,0.009616334765661807,0.0395564610733725
PTPRC,1,170.31341033150647,8.957811753942961e-36,4.373519856336857e-35,2.6548849519504483
RBM38,2,23.401797600822686,0.00010524432166694603,0.0001323527075508564,-0.977432214524944
REXO2,0,28.281407500540844,1.0937459375837266e-05,1.4882116855647428e-05,-0.47435305550555074
RFFL,2,91.30341398919452,6.959581132599638e-19,1.7504401030477877e-18,-1.0103745551871437
RPL22L1,2,246.89143800503004,3.0421833414598422e-52,2.2954656121924265e-51,-1.1588547871678807
RSFR,1,173.30218283788875,2.0448736283225252e-36,1.0607781946923099e-35,4.315417411507112
RUNX2,1,119.78396610920089,5.940217775006626e-25,1.7608502690198212e-24,1.539475733029581
sca2,1,177.3800014342286,2.7237429305544117e-37,1.5071377549067743e-36,1.4626648494357168
SCD,1,185.68323030099995,4.485329196293147e-39,2.65915945208808e-38,1.932110363569805
SERPINI1,0,0.3193823718268093,0.9885288657024632,0.9885288657024633,-1.9353961663298955
SLC25A37,2,311.9904114869356,2.8056231252858777e-66,4.657334387974557e-65,-1.9810520134161131
SLC6A9,2,166.68849755726393,5.371655243302277e-35,2.476929917744939e-34,-1.341177109082922
SLC9A3R2,2,76.14096745836562,1.1430040816550821e-15,2.432547148137739e-15,-0.6919180355045247
SMPD1,0,3.2946374738480655,0.509782351291816,0.5223695698422313,-0.21297152514723552
SNX22,2,156.7108331727874,7.417397014868977e-33,2.931637867781548e-32,-1.8622785835102573
SNX27,0,6.565566676946906,0.16070574974391344,0.16884274973094704,-0.33194587057610253
SQLE,1,50.26172057357278,3.1839024994500857e-10,5.505498071965774e-10,0.8615517865720175
SQSTM1,0,22.30688042935655,0.00017410918775384883,0.00021568750124730524,-0.5544136708464702
STARD4,1,43.971619702178295,6.503451580768482e-09,1.0380509253918924e-08,1.1003209646828669
STX12,2,91.00803064597906,8.041696784676281e-19,1.9631200974356808e-18,-0.7290066885687435
SULF2,1,80.6959650863025,1.2403611351831776e-16,2.7092098479000985e-16,1.3241848275586916
SULT1E1,0,12.943570283996468,0.011554836367161214,0.013137690664032612,-0.3972875961183861
TADA2L,0,45.76516104160228,2.7561496760580986e-09,4.485498492408278e-09,-0.705055578762726
TBC1D7,2,727.9310934960156,3.1190570098952237e-156,1.2944086591065178e-154,-2.2196915257883254
TNFRSF21,0,22.27428941726121,0.0001767323445365001,0.00021571742053719866,3.0766660517898377
TPP1,0,12.305128008380368,0.015220788671621386,0.016844339463261002,-0.09437686524870192
TTYH2,2,147.03038757602513,8.810525998337815e-31,3.323971172100176e-30,-2.193539460930381
UCK1,2,227.95935174295124,3.629750718868101e-48,2.317456228200403e-47,-1.3014298319979674
VDAC3,0,15.600642424019899,0.0036046413867350524,0.004336017899985643,-0.4270200112309678
WDR91,0,59.24263733026876,4.184548888176075e-12,8.471159944356446e-12,-0.5905763916742878
XPNPEP1,0,55.383814178208766,2.6997091199991697e-11,5.0926331127257065e-11,-0.8992714963252925
