,cluster,ktest,p-value,p-value_adjadj,log2fc
AACS,1,122.19481035008799,1.8147112302219775e-25,1.1586233239109549e-24,1.8448849890295527
ACSL6,2,7.269027482401406,0.12233617904828431,0.19909613452956074,-0.4802051575540222
ACSS1,0,16.39460517401581,0.0025328950472045513,0.005681899700485885,2.860780778723658
ALAS1,0,13.028473955374823,0.011137499925445866,0.022009821281238257,0.5119574234118818
AMDHD2,0,3.6555898571692675,0.4546180342211983,0.49649074789946657,0.24147053650559666
ARHGEF2,1,18.546731896778972,0.0009645863200321636,0.002395178698139635,0.5795918042469065
BATF,1,4.725177302086283,0.3166755465093868,0.39824349030725914,-0.03579309498594684
BCL11A,0,9.857959873366832,0.042889520688064224,0.0757410684491347,0.2545762566924036
betaglobin,2,24.342456712664912,6.819129942592844e-05,0.000188662595078402,-0.9874660972314726
BPI,1,214.36734742097423,3.054103020958396e-45,4.2248425123257815e-44,2.0623191509576504
CD151,1,43.85766828036551,6.867684113637823e-09,2.4783381801388668e-08,0.7823561851177048
CD44,1,33.25981015707945,1.0567541543753128e-06,3.248540548635221e-06,2.093173726260448
CREG1,0,16.325697572631782,0.0026118626501799333,0.005704857893814065,-0.44871116080047113
CRIP2,1,138.17012376868948,6.95607575191361e-29,5.773542874088296e-28,2.8172933046907147
CTCF,0,22.334125621881448,0.00017194596633053608,0.0004603714582398224,-0.548175125094894
CTSA,2,53.982047855654635,5.308429240342556e-11,2.2029981347421607e-10,0.7175130832006354
CYP51A1,1,579.4020302559672,4.445230407582262e-124,3.6895412382932774e-122,3.7983140386710437
DCP1A,0,16.717076463247256,0.0021935169167599296,0.005057275113640949,0.24932879160428192
DCTD,0,4.531333191748206,0.3388483252524075,0.41976732829775854,-0.16286127723541707
DHCR24,1,242.19624529834675,3.122213167788683e-51,1.2957184646323036e-49,2.270200381817139
DHCR7,1,234.04408117793238,1.778019953407909e-49,4.919188537761881e-48,1.9980829763352672
DPP7,0,5.564389524884349,0.234127299562329,0.3350442390288501,0.14913695651648015
EGFR,0,3.71571785895098,0.4458439789878075,0.49340067007984023,0.19010468346799017
EMB,1,39.41999335452077,5.704758103681577e-08,1.8939796904222836e-07,1.1444313787746816
FAM208B,0,3.4273464287611657,0.489011111141914,0.5203579772407546,-0.17338865958432287
FHL3,1,130.7389423402209,2.7062489369329557e-27,1.8718221813786276e-26,1.2557704920384443
FNIP1.F1.R1,0,6.063106701724839,0.1944847349978287,0.28825416080035327,0.45850168855296025
GLRX5,0,2.3783814301248047,0.6665375672199788,0.7002863048007373,0.15535284012369213
GPT2,2,5.39176831952277,0.24940820469842545,0.34501468316615524,0.45506938880486686
GSN,1,44.798389671527495,4.378790804433392e-09,1.6519983489453253e-08,0.8355294344416808
HMGCS1,1,224.8134305803432,1.725927673751305e-47,3.5812999230339575e-46,2.421760612457502
HRAS1,1,8.808915646317919,0.06605723687906447,0.11422397210338231,0.33467826338185475
HSD17B7,1,168.88293048024747,1.8163782375460073e-35,2.1537056245188374e-34,2.9737448652631335
HSP90AA1,0,4.421150498886028,0.3519996411226434,0.4178778440543516,-0.015567231378221082
HYAL1,2,2.0134553376968185,0.7332839298940306,0.7607820772650566,0.14185801589420835
LCP1,1,43.58298641118314,7.831546442027129e-09,2.708409811201049e-08,0.8811566157088511
LDHA,1,82.30163402337877,5.665434762503665e-17,2.938944283048776e-16,1.3522152595799244
MAPK12,2,6.762387087138822,0.1489905559740106,0.2333248329404317,0.12179882319342734
MFSD2B,2,7.578122906125597,0.10831333529297743,0.17980013658634253,-1.0287246111714972
MID2,1,45.50647070561544,3.119738645119797e-09,1.2330395597378245e-08,0.9104993237921857
MKNK2,2,13.618467314403123,0.008617788157913612,0.017445766270898288,0.48675358363753596
MTFR1,0,13.700648223918028,0.008314375346349595,0.01725232884367541,0.1201508382689357
MVD,1,141.07640833264347,1.6602947743438213e-29,1.531160736339302e-28,1.4419312223249714
MYO1G,1,73.54192229495366,4.0525885747786986e-15,1.8686936205924e-14,2.068378826147027
NCOA4,2,3.7502472719631204,0.4408599803450223,0.4994933098423856,-0.11249747705014113
NSDHL,1,219.8309276397361,2.038509251814297e-46,3.383925358011733e-45,2.711999598936662
PDLIM7,1,69.12795098866891,3.467899255592893e-14,1.5149244116537375e-13,1.104970668960368
PIK3CG,0,4.417624782155871,0.3524270973952363,0.4178778440543516,0.5393638178929425
PLAG1,2,5.020332876366828,0.2852175708285513,0.3757628314090438,0.1340398401326839
PLS1,0,18.50898704619387,0.000981157538996959,0.002395178698139635,0.4782248991078589
PLS3,0,15.655803321221153,0.003517571958975041,0.007486114681921241,-0.29961423767894313
PPP1R15B,0,6.123888545360606,0.19008526795183683,0.2868559498182265,-0.14332906147880078
PTPRC,1,12.149819729357299,0.016271256036282638,0.030693505704805887,0.49450896454789495
RBM38,2,1.5372174375017496,0.8200290472658132,0.830029401500762,0.2290571779324282
REXO2,0,8.072711745756363,0.08895069127400944,0.1506715790967915,-0.34782930233579495
RFFL,2,7.003212178677513,0.13571857380321067,0.21662772357050936,-0.21367914935913024
RPL22L1,2,4.424865757966812,0.35154965114127396,0.4234198581620203,-0.2378367154959651
RSFR,1,34.87388141187732,4.930849295284375e-07,1.5740788134946276e-06,2.1283715350530956
RUNX2,1,83.02150319923953,3.986652889471513e-17,2.2059479321742373e-16,1.4275218174493793
sca2,1,77.94076926178725,4.754614654629703e-16,2.3213706843192083e-15,1.1381217538012975
SCD,1,155.412005853028,1.4083791129895357e-32,1.4611933297266434e-31,1.9069685487172312
SERPINI1,0,1.2589575909870265,0.8682994900835642,0.8682994900835643,2.098652820303982
SLC25A37,2,20.838762133141184,0.00034084965881646433,0.0008840788025552043,-0.30333418118826944
SLC6A9,2,4.790731756156124,0.3094513608424438,0.3951455838449667,0.05202173034580994
SLC9A3R2,2,28.764503207379768,8.727450653099932e-06,2.5870657293117654e-05,-0.6330844998593348
SMPD1,0,10.42383783005496,0.033862432572620574,0.061099606598424075,0.6861328707500293
SNX22,2,4.193693362558745,0.3804265000574555,0.43854721534401114,-0.15644790316615223
SNX27,0,3.719256417424524,0.44533138467875344,0.49340067007984023,-0.20961905894759825
SQLE,1,131.07999996528423,2.2878232016518046e-27,1.726266597609998e-26,1.4992848805806076
SQSTM1,0,5.169059502540716,0.2703866095279005,0.3629650759493982,0.2763416711461024
STARD4,1,93.94642253793096,1.9089402678042756e-19,1.1317288730553919e-18,1.2612745559774183
