,cluster,ktest,p-value,p-value_adjadj,log2fc
HBA1,2,24.56300488459032,6.158266317931532e-05,0.0035190093245323,-0.9549326339256189
HBBA,2,56.92549943139833,1.2825022483681738e-11,2.5650044967363476e-09,-1.0596171620368693
HINTW,1,1.7538402301766078,0.7809158212214868,1.0,-0.34376610489451376
ENSGALG00000052767,2,60.86855147744947,1.905309111765205e-12,4.2340202483671215e-10,-1.0789651599438574
ENSGALG00000053077,1,62.07937166503866,1.0600441943992972e-12,2.6501104859982427e-10,1.3407715753739182
HBAD,2,81.5336254059735,8.241941603191755e-17,2.7473138677305852e-14,-1.0257579879736296
KPNA2,0,1.5111273223854913,0.8246685908852669,1.0,0.210006878334914
ENSGALG00000047563,1,7.197912020108846,0.1257918544699716,0.8803135912629826,-0.22750883244372055
THY1,1,1.3021937488253366,0.861003219769131,1.0,0.06244057477590713
ENSGALG00000050153,0,15.143774985437956,0.0044121219379937,0.1176565850131653,-0.18008817562324544
LDHA,1,167.65772796851255,3.3275960373739484e-35,6.655192074747896e-32,1.4502096592478242
CRIP1,1,25.20865360431032,4.567593830688052e-05,0.0027744693273308,1.421223890522798
MLANA,1,3.5736274354659807,0.4667717909120854,1.0,0.26186901441369353
ID2,1,47.73825668086412,1.070113486586325e-09,1.783522477643875e-07,0.9995674084492218
CD99,0,4.411015550288437,0.3532295093669214,1.0,0.09740424703073772
HIST1H101,1,6.680378912763499,0.1537739740488633,0.952096791916195,-0.7366467312980965
HSPA5,1,1.7458111129088505,0.782380129108689,1.0,0.17417979800722963
MT-MT-CO1,1,23.34021340043689,0.0001082722916893,0.005413614584465,0.23221970787200363
RSFR,1,2.7467725945892787,0.6010551742933296,1.0,0.5884185108779147
MT-ND3,0,92.16809952612893,4.558535005899527e-19,2.279267502949763e-16,0.5808016590993259
CDK1,1,4.331876223814888,0.3629505432959494,1.0,-0.03581432322521816
ENSGALG00000050596,1,1.451950777806181,0.8351173246991446,1.0,0.6839289515221774
HSP90B1,1,10.804647476499968,0.0288494967549756,0.4848654916802622,0.5012071458454476
IFI6,1,2.344687607192871,0.6726453042118301,1.0,-1.660025449695184
ENSGALG00000053107,1,3.909213186336975,0.4184319177980341,1.0,1.1149079946700429
CCDC170,0,4.279932124345593,0.3694447520780553,1.0,-inf
MT-ND4L,1,8.262382604578981,0.0824260750455029,0.7824501291569127,0.14487792827844306
ENSGALG00000011747,1,1.0375621962250792,0.9040478450122608,1.0,-0.8250846959656803
SAT1,0,26.0923348387168,3.031651809528317e-05,0.0020773379981845,1.1360880305195022
TUBB1,0,15.620925961598292,0.0035723808864938,0.0981982290950684,0.9140961039191072
DDC,1,4.952423842309773,0.292214034999913,1.0,0.38436866966326955
ENSGALG00000040263,1,2.0168291143728707,0.7326633761239945,1.0,-0.4034692543014859
LBH,1,2.9464712636981645,0.5668229020731735,1.0,-0.7184421359205059
PTGS1,1,1.0754301177501246,0.8981506417285579,1.0,0.775158622695436
ASTL,1,2.7435500796318664,0.6016157039461678,1.0,3.2144436682209574
SMC2,1,7.271350602718602,0.1222247865524904,0.876733809109056,0.23345804613960155
MARCKSL1,0,2.012129122983431,0.7335278684847608,1.0,2.7994061689421135
FTL,1,1.5039976464367637,0.8259330992516317,1.0,-0.3850184021953143
PCNA,1,8.013114747337555,0.0910989641062839,0.7947166738008192,-0.03182707114403221
RPLP1,0,6.138109655472019,0.1890688424818284,0.9752714611789252,-0.012681704649327384
RLN3,1,4.953691775024302,0.2920820979476447,1.0,-1.3705188325001991
PDLIM1,0,4.541109164375779,0.337700789182621,1.0,0.49455158741369243
LAMP3,1,3.7068902473008616,0.447124569561932,1.0,0.4694852833012202
ATP1B1,1,1.0743341310100605,0.8983227090691773,1.0,1.1319815080289841
LY6E,1,29.32807035865396,6.704927543214772e-06,0.0005587439619345,0.8245767446770191
CSTA,0,46.004042455278864,2.4580851534362475e-09,3.781669466824996e-07,1.0188928591031503
ENSGALG00000043758,1,4.855068882477568,0.3024941742623745,1.0,-0.5297174273494533
HINT2,1,24.228102680986275,7.1890454435871e-05,0.003885970510047,0.5398439550151245
CD200R1,1,5.451531046110054,0.244022905573742,1.0,1.2144436682209572
RPLP0,0,13.479954786191634,0.0091538691945182,0.1967888279817404,-0.2314312349804798
ENSGALG00000037441,0,4.664503587721028,0.3234846862010275,1.0,0.04992110558522755
C11H16orf70,1,4.011201588377843,0.4044920022276679,1.0,0.648846492366732
CDC20,1,6.669831181181301,0.1543992572201887,0.947817775350632,-0.6675929944247533
CCNB1,1,7.266546345822119,0.1224552519678216,0.872469834401973,-0.1771933984778096
HIST1H103,1,2.462745015098545,0.6513190679093976,1.0,0.010429776199363468
ENSGALG00000040725,1,1.6636491569287848,0.7973097180006576,1.0,-inf
TEC,1,4.958495373185059,0.2915827029926525,1.0,0.21444366822095715
MT-ATP8,1,21.067830066405087,0.0003070121591916,0.0130643471996425,0.21624141928335133
